n_eval;f_min;min_point
16021;+1.211533952813299e-18;[-2.612144133733517e-19, -9.503195394399476e-19]
16760;+5.631387875769105e-19;[-3.2736020819406908e-19, 2.357785793828414e-19]
16840;+2.384729986135858e-19;[-2.05268001248398e-20, 2.1794619848874603e-19]
17593;+1.939165056720935e-19;[9.343503984957101e-20, 1.0048146582252246e-19]
18017;+3.294553375662248e-20;[-7.857154630732744e-21, -2.5088379125889732e-20]
18383;+2.524379210316128e-20;[-4.081405721865032e-21, -2.1162386381296252e-20]
18412;+1.311348128741962e-20;[7.12330195883147e-21, 5.990179328588147e-21]
19261;+1.271122943672244e-22;[-1.9786167883385215e-23, -1.0732612648383923e-22]
19969;+7.750180378434475e-23;[-6.484028823193718e-23, 1.2661515552407565e-23]
20093;+2.978165282430578e-23;[-1.2199406914129053e-23, 1.758224591017673e-23]
20626;+1.179731422882995e-23;[8.66543799515023e-24, -3.1318762336797162e-24]
21340;+2.307949996839343e-24;[1.1816593465268796e-24, 1.1262906503124632e-24]
22008;+4.159693952534067e-25;[2.993371672595257e-25, -1.1663222799388103e-25]
22587;+6.482574725863249e-26;[-1.8084748166759425e-26, -4.674099909187306e-26]
23354;+3.260060677070872e-26;[2.659161500609096e-26, 6.0089917646177614e-27]
23387;+1.776432029818627e-26;[3.2264989233795218e-27, 1.4537821374806745e-26]
23449;+1.583581471609449e-26;[-1.5812066788946215e-26, -2.3747927148271632e-29]
23997;+8.761290283704735e-27;[-8.711147227975243e-27, 5.014305572949334e-29]
24700;+8.685050338401542e-27;[-1.5818957829167567e-27, 7.103154555484786e-27]
24808;+7.040044588380354e-27;[5.99825242336905e-27, -1.0417921650113045e-27]
24841;+1.019846685620989e-27;[4.722348862433642e-28, -5.476117993776244e-28]
25693;+8.955756662092477e-28;[4.344673918829236e-28, -4.61108274326324e-28]
26097;+7.852639025471587e-28;[1.2175902712624033e-28, 6.635048754209183e-28]
26544;+2.632670563556109e-28;[1.7438382914399504e-28, 8.888322721161582e-29]
27333;+2.068125620540390e-28;[-3.929000619461016e-29, -1.6752255585942885e-28]
28024;+1.036587066618121e-28;[-4.467316233624335e-29, 5.898554432556877e-29]
28040;+8.797212398357066e-29;[-3.539714429872143e-29, 5.257497968484923e-29]
28062;+2.834911119004662e-29;[-1.5458939561662496e-29, -1.2890171628384128e-29]
28688;+1.593600448704683e-29;[6.0405127290973124e-30, -9.895491757949515e-30]
29367;+1.468629994842162e-29;[7.111455405569111e-30, 7.57484454285251e-30]
30211;+4.667389245730257e-31;[1.814559918793138e-31, -2.8528293269371193e-31]
30946;+9.124575877629193e-32;[-7.171868337209158e-32, -1.952707540420035e-32]
31683;+1.985859433313628e-32;[-1.099150125898715e-33, -1.8759444207237565e-32]
31893;+1.783812995621067e-32;[-1.7106722469734665e-32, 7.314074864760094e-34]
32227;+1.389461446529092e-32;[1.1495135824130607e-34, 1.3779663107049614e-32]
32509;+4.257087884292698e-33;[-1.5365845808195449e-33, 2.7205033034731534e-33]
32708;+4.153527042271905e-33;[-6.22824708624001e-35, -4.091244571409505e-33]
33042;+2.897740403876801e-33;[-2.2931623744234574e-33, -6.0457802945334324e-34]
